question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3,category,difficulty,topic,source
Pourquoi les benchmarks ne suffisent-ils pas à eux seuls ?,Ils ne couvrent pas tous les usages réels,Ils sont toujours faux,Ils remplacent les utilisateurs,Ils empêchent les tests,IA,hard,ai_llm_basics,Web Dev & IA Quiz
Pourquoi un modèle peut-il sembler raisonner sans réellement comprendre comme un humain ?,Il exploite des corrélations apprises très complexes,Il possède une conscience cachée,Il exécute une base de connaissances symbolique,Il consulte Internet en permanence,IA,hard,ai_llm_basics,Web Dev & IA Quiz
Pourquoi comparer deux modèles uniquement sur leur taille peut être trompeur ?,L'entraînement et l'architecture comptent aussi,La taille n'existe pas pour les LLM,Tous les modèles ont la même qualité,Les tokens compensent toujours la taille,IA,hard,ai_llm_basics,Web Dev & IA Quiz
Pourquoi les modèles récents sont souvent meilleurs malgré une taille parfois similaire ?,Les méthodes d'entraînement progressent,Ils utilisent uniquement plus de RAM,Ils possèdent plus de langues,Ils changent le protocole HTTP,IA,hard,ai_llm_basics,Web Dev & IA Quiz
Pourquoi un LLM peut-il échouer sur une tâche simple mais réussir une tâche complexe ?,Les probabilités apprises ne reflètent pas toujours l'intuition humaine,Les tâches simples sont interdites,Les modèles ignorent les questions courtes,Le contexte disparaît automatiquement,IA,hard,ai_llm_basics,Web Dev & IA Quiz
Qu'est-ce qu'un token ?,Une unité de texte traitée par le modèle,Un mot complet obligatoire,Une phrase,Un caractère unique uniquement,IA,easy,ai_tokens_context,Web Dev & IA Quiz
Pourquoi le coût d'utilisation d'un LLM dépend-il souvent des tokens ?,Les ressources consommées sont liées au volume traité,Les tokens remplacent la facturation,Les modèles sont vendus par prompt,Le contexte est gratuit,IA,easy,ai_tokens_context,Web Dev & IA Quiz
Quels éléments consomment généralement des tokens ?,Le prompt et la réponse,Seulement la réponse,Seulement le prompt système,Uniquement les images,IA,easy,ai_tokens_context,Web Dev & IA Quiz
Qu'appelle-t-on fenêtre de contexte ?,La quantité maximale de tokens traitables simultanément,Le temps de réponse maximal,La mémoire vive du serveur,La taille du navigateur,IA,easy,ai_tokens_context,Web Dev & IA Quiz
Pourquoi une longue conversation peut-elle poser problème ?,Elle consomme progressivement le contexte disponible,Elle réduit le nombre de modèles,Elle supprime les prompts système,Elle bloque les API,IA,easy,ai_tokens_context,Web Dev & IA Quiz
Que se passe-t-il lorsqu'une limite de contexte est atteinte ?,Une partie du contenu doit être retirée ou résumée,Le modèle devient plus précis,Le coût tombe à zéro,La réponse est toujours refusée,IA,medium,ai_tokens_context,Web Dev & IA Quiz
Pourquoi résumer une conversation longue peut-il être utile ?,Conserver l'essentiel dans moins de tokens,Augmenter la température,Créer un embedding,Réduire la qualité des réponses,IA,medium,ai_tokens_context,Web Dev & IA Quiz
Pourquoi les tokens ne correspondent-ils pas toujours aux mots ?,La tokenisation découpe le texte selon ses propres règles,Chaque token est un mot complet,Les mots sont interdits,Les tokens représentent uniquement des phrases,IA,medium,ai_tokens_context,Web Dev & IA Quiz
Pourquoi un même texte peut-il utiliser un nombre différent de tokens selon le modèle ?,Les tokeniseurs peuvent différer,Les modèles comptent les caractères,Les tokens sont choisis par l'utilisateur,Le navigateur décide,IA,medium,ai_tokens_context,Web Dev & IA Quiz
Quel impact a une réponse très longue ?,Elle consomme davantage de tokens,Elle réduit toujours les hallucinations,Elle diminue le contexte utilisé,Elle ne coûte rien de plus,IA,easy,ai_tokens_context,Web Dev & IA Quiz
Pourquoi limiter la longueur d'une réponse peut-il être utile ?,Réduire le coût et préserver du contexte,Augmenter automatiquement la qualité,Créer des embeddings,Supprimer les erreurs,IA,medium,ai_tokens_context,Web Dev & IA Quiz
Qu'est-ce que le chunking dans un pipeline IA ?,Le découpage d'un contenu en morceaux plus petits,La compression des modèles,L'entraînement distribué,La création de prompts système,IA,medium,ai_tokens_context,Web Dev & IA Quiz
Pourquoi le chunking est-il souvent utilisé avec le RAG ?,Pour faciliter l'indexation et la recherche,Pour remplacer les embeddings,Pour augmenter la température,Pour réduire les API,IA,medium,ai_tokens_context,Web Dev & IA Quiz
Pourquoi une fenêtre de contexte plus grande n'est-elle pas toujours une solution parfaite ?,Le coût et la pertinence peuvent devenir des contraintes,Elle réduit automatiquement les hallucinations,Elle remplace le RAG,Elle supprime la tokenisation,IA,hard,ai_tokens_context,Web Dev & IA Quiz
Pourquoi trop d'informations dans le contexte peuvent-elles nuire aux résultats ?,Les informations utiles peuvent être noyées dans le bruit,Le modèle oublie le langage,Les tokens deviennent invalides,Les prompts système disparaissent,IA,hard,ai_tokens_context,Web Dev & IA Quiz
Pourquoi les informations placées loin dans le contexte peuvent-elles être moins influentes ?,Le modèle peut avoir plus de difficulté à les exploiter efficacement,Les tokens expirent,Les mots changent de sens,Le contexte devient une base SQL,IA,hard,ai_tokens_context,Web Dev & IA Quiz
Quel compromis existe souvent entre contexte et coût ?,Plus de contexte implique souvent plus de ressources consommées,Le coût diminue avec le contexte,Le contexte est gratuit,Le coût dépend uniquement des réponses,IA,medium,ai_tokens_context,Web Dev & IA Quiz
Pourquoi les applications IA utilisent-elles parfois une mémoire externe ?,Pour éviter de tout conserver dans le contexte,Pour remplacer les prompts,Pour supprimer les réponses,Pour réduire les embeddings,IA,hard,ai_tokens_context,Web Dev & IA Quiz
Pourquoi est-il utile de supprimer les informations inutiles avant un appel LLM ?,Pour concentrer le contexte sur l'essentiel,Pour augmenter la température,Pour changer le modèle,Pour améliorer le CSS,IA,medium,ai_tokens_context,Web Dev & IA Quiz
Pourquoi comprendre la notion de token est-il important pour un développeur IA ?,"Elle influence coût, performances et conception des prompts",Elle remplace les APIs,Elle supprime le besoin de RAG,Elle évite toute hallucination,IA,easy,ai_tokens_context,Web Dev & IA Quiz
Pourquoi un prompt ambigu produit-il souvent des réponses variables ?,Le modèle doit interpréter plusieurs intentions possibles,Le modèle ignore le prompt,Les tokens deviennent aléatoires,Le contexte est supprimé,IA,easy,ai_prompt_engineering,Web Dev & IA Quiz
Quelle information améliore souvent la qualité d'un prompt ?,Un objectif clairement défini,Une URL très longue,Une couleur de fond,Le nombre de navigateurs utilisés,IA,easy,ai_prompt_engineering,Web Dev & IA Quiz
Pourquoi préciser le format de sortie attendu ?,Pour réduire les interprétations possibles,Pour augmenter la mémoire du modèle,Pour éviter la tokenisation,Pour réduire le coût à zéro,IA,easy,ai_prompt_engineering,Web Dev & IA Quiz
Quel prompt est généralement le plus efficace ?,Celui qui décrit précisément le résultat attendu,Le plus court possible,Le plus long possible,Celui qui contient le plus de majuscules,IA,easy,ai_prompt_engineering,Web Dev & IA Quiz
Pourquoi fournir du contexte métier dans un prompt ?,Pour rendre la réponse plus pertinente,Pour réduire la taille du modèle,Pour éviter les API,Pour créer des embeddings,IA,easy,ai_prompt_engineering,Web Dev & IA Quiz
Pourquoi définir une audience cible dans un prompt ?,Pour adapter le niveau d'explication,Pour modifier l'entraînement du modèle,Pour augmenter la fenêtre de contexte,Pour réduire les tokens utilisés,IA,medium,ai_prompt_engineering,Web Dev & IA Quiz
Pourquoi demander une structure en étapes peut aider ?,Le modèle organise mieux sa réponse,Les tokens coûtent moins cher,Le modèle devient plus rapide,Les hallucinations disparaissent totalement,IA,medium,ai_prompt_engineering,Web Dev & IA Quiz
Pourquoi imposer des contraintes explicites ?,Pour limiter les réponses hors sujet,Pour augmenter la taille du contexte,Pour créer un agent,Pour supprimer le prompt système,IA,medium,ai_prompt_engineering,Web Dev & IA Quiz
Quel risque existe avec un prompt trop vague ?,Des réponses incohérentes ou incomplètes,Une erreur HTTP,Une perte des données d'entraînement,Une désactivation du modèle,IA,easy,ai_prompt_engineering,Web Dev & IA Quiz
Pourquoi fournir un exemple de résultat attendu ?,Pour clarifier les attentes,Pour modifier le modèle,Pour réduire le nombre de tokens,Pour créer une API,IA,medium,ai_prompt_engineering,Web Dev & IA Quiz
Pourquoi découper une tâche complexe en sous-tâches ?,Le modèle traite souvent mieux les étapes séparées,Cela augmente automatiquement la précision à 100%,Cela réduit la mémoire GPU,Cela remplace le RAG,IA,medium,ai_prompt_engineering,Web Dev & IA Quiz
Pourquoi tester plusieurs formulations de prompt ?,Certaines formulations produisent de meilleurs résultats,Le modèle change d'entraînement,Les APIs l'exigent,La tokenisation disparaît,IA,medium,ai_prompt_engineering,Web Dev & IA Quiz
Pourquoi demander au modèle d'expliquer son raisonnement avec prudence ?,Cela peut aider certaines tâches mais augmenter le coût,Cela garantit toujours une meilleure réponse,Cela réduit toujours les hallucinations,Cela supprime les erreurs,IA,hard,ai_prompt_engineering,Web Dev & IA Quiz
Pourquoi un prompt optimisé pour un modèle n'est-il pas toujours optimal pour un autre ?,Les modèles ont des comportements différents,Les tokens changent de langue,Les APIs sont incompatibles,Le contexte disparaît,IA,hard,ai_prompt_engineering,Web Dev & IA Quiz
Pourquoi demander un format JSON peut être utile ?,Faciliter le traitement automatique des réponses,Réduire la taille du modèle,Supprimer les tokens,Empêcher les hallucinations,IA,medium,ai_prompt_engineering,Web Dev & IA Quiz
Pourquoi éviter plusieurs objectifs contradictoires dans le même prompt ?,Le modèle peut avoir du mal à arbitrer,Le contexte devient plus grand,Les embeddings sont désactivés,Les réponses deviennent plus rapides,IA,hard,ai_prompt_engineering,Web Dev & IA Quiz
Quel avantage apporte un prompt réutilisable ?,Une meilleure cohérence des résultats,Une augmentation automatique de la qualité du modèle,Une baisse du coût GPU,Une suppression des erreurs de syntaxe,IA,medium,ai_prompt_engineering,Web Dev & IA Quiz
Pourquoi préciser les critères de réussite d'une tâche ?,Le modèle sait mieux ce qui est attendu,Le contexte devient infini,Les tokens coûtent moins cher,Les modèles fusionnent leurs connaissances,IA,medium,ai_prompt_engineering,Web Dev & IA Quiz
Pourquoi inclure les informations essentielles au début d'un prompt ?,Elles sont plus faciles à identifier dans la consigne,Les tokens deviennent plus petits,Le modèle lit seulement les premières lignes,Les réponses sont plus courtes,IA,hard,ai_prompt_engineering,Web Dev & IA Quiz
Pourquoi l'itération est-elle importante en prompt engineering ?,L'amélioration se fait souvent par essais successifs,Les modèles apprennent pendant la conversation,Les prompts deviennent permanents,Les APIs l'exigent,IA,easy,ai_prompt_engineering,Web Dev & IA Quiz
À quoi sert principalement un prompt système ?,Définir les règles générales du comportement du modèle,Créer une API,Augmenter la mémoire GPU,Modifier les données d'entraînement,IA,easy,ai_system_prompts,Web Dev & IA Quiz
Pourquoi les prompts système sont-ils utiles ?,Ils maintiennent un comportement cohérent,Ils augmentent automatiquement la précision,Ils remplacent les utilisateurs,Ils réduisent les coûts,IA,easy,ai_system_prompts,Web Dev & IA Quiz
Quel type d'information place-t-on souvent dans un prompt système ?,Le rôle et les règles générales,Le mot de passe utilisateur,Le code source complet,Les logs système,IA,easy,ai_system_prompts,Web Dev & IA Quiz
Pourquoi définir un ton dans un prompt système ?,Pour homogénéiser les réponses,Pour augmenter le contexte,Pour modifier la température,Pour créer un agent,IA,easy,ai_system_prompts,Web Dev & IA Quiz
Quel est un exemple de règle système ?,Répondre de manière professionnelle et concise,Changer la couleur du navigateur,Supprimer les tokens,Créer une base SQL,IA,easy,ai_system_prompts,Web Dev & IA Quiz
Pourquoi limiter certaines réponses via le prompt système ?,Pour réduire les comportements non souhaités,Pour augmenter la mémoire,Pour créer des embeddings,Pour réduire le coût,IA,medium,ai_system_prompts,Web Dev & IA Quiz
Que se passe-t-il lorsqu'un prompt utilisateur contredit un prompt système ?,Le système tente généralement de respecter les règles système,Le prompt utilisateur gagne toujours,Les deux sont ignorés,Le modèle s'arrête,IA,medium,ai_system_prompts,Web Dev & IA Quiz
Pourquoi un prompt système trop vague peut-il poser problème ?,Le comportement attendu reste ambigu,Le modèle refuse de répondre,Le coût augmente automatiquement,Les tokens sont invalides,IA,medium,ai_system_prompts,Web Dev & IA Quiz
Pourquoi documenter les règles système est-il utile ?,Pour comprendre le comportement du modèle,Pour réduire la taille du contexte,Pour éviter les embeddings,Pour accélérer les réponses,IA,medium,ai_system_prompts,Web Dev & IA Quiz
Pourquoi un prompt système peut-il améliorer l'expérience utilisateur ?,Les réponses restent cohérentes dans le temps,Les modèles deviennent plus grands,Les coûts disparaissent,Les API sont plus rapides,IA,medium,ai_system_prompts,Web Dev & IA Quiz
