question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3,category,difficulty,source
Quel est le nom du méchant dans le film de science-fiction russo-américain de 2015 « Hardcore Henry » ?,Akan,Estelle,Jimmy,Henri,Divertissement : Film,medium,Open Trivia DB
Quelle est la capitale de la Slovaquie ?,Bratislava,Sofia,Ljubljana,Sarajevo,Géographie,medium,Open Trivia DB
Alan Reed est connu pour avoir prêté sa voix à quel personnage ?,Fred Pierrafeu,Bugs Bunny,Fangface,G.I. Joe,Divertissement : Télévision,medium,Open Trivia DB
Dans quel dialogue Socrate s'est-il défendu devant la cour d'Athènes ?,Les excuses,L'Euthyphron,Les lois,La République,Histoire,medium,Open Trivia DB
"En quelle année l'adaptation animée de ""March Comes In Like A Lion"" a-t-elle été diffusée ?",2016,2017,2018,2015,Divertissement : Dessins animés et animation,medium,Open Trivia DB
"Dans « Super Mario World 2 : Yoshi's Island », laquelle de ces couleurs n'est PAS représentée par un Yoshi ?",Blanc,Violet,Brun,Rouge,Divertissement : Jeux vidéo,medium,Open Trivia DB
Qui est le principal méchant de la série Crash Bandicoot ?,Dr Neo Cortex,Dr. Evo-Cortex,Dr. Cortox,Monsieur Cartex,Divertissement : Jeux vidéo,medium,Open Trivia DB
"Dans la série originale Doctor Who (1963), quelle était la longueur de l'écharpe du quatrième docteur, Tom Baker ?",7 mètres,10 mètres,2 mètres,5 mètres,Divertissement : Télévision,medium,Open Trivia DB
"Dans Undertale, combien coûtent les Spider Donuts à Hotland ?",9999G,7G,40G,12G,Divertissement : Jeux vidéo,medium,Open Trivia DB
"En informatique, que signifie généralement l'acronyme CLI ?",Interface de ligne de commande,Entrée en langue commune,Interface de ligne de contrôle,Interface de langage commun,Sciences : Informatique,medium,Open Trivia DB
"Aux échecs, le déplacement combiné de la Dame correspond à celui de quelles deux pièces ?",Fou et Tour,Tour et Roi,Chevalier et évêque,Roi et chevalier,Divertissement : Jeux de société,medium,Open Trivia DB
"Quel roman de John Grisham a-t-il imaginé lors d'un voyage en voiture en Floride, alors qu'il réfléchissait avec sa femme à des livres volés ?",Île Camino,Avocat voyou,Montagne Grise,Les avocats plaideurs,Divertissement : Livres,medium,Open Trivia DB
Quels sont les noms des principaux antagonistes de Battlestar Galactica ?,Les Cylons,Le collectif,La Fédération,Les rebelles,Divertissement : Télévision,medium,Open Trivia DB
"Les rames British Rail Class 700, Class 707 et Class 717 font partie de quelle famille de trains ?",Ville de Desiro,Réseauteur,Aventra,Electrostar,Véhicules,medium,Open Trivia DB
Quel moteur utilisait le jeu original « Half-Life » ?,GoldSrc,Source,Séisme,Irréel,Divertissement : Jeux vidéo,medium,Open Trivia DB
Quel artiste/groupe français est connu pour jouer de l'instrument MIDI « Launchpad » ?,Madeon,Daft Punk,Divulgation,David Guetta,Divertissement : Musique,medium,Open Trivia DB
Qui est le personnage principal de la cassette VHS incluse dans le jeu de société Nightmare ?,Le gardien,Le Gardien de la Krypte,Le Monstre,Le cauchemar,Divertissement : Jeux de société,medium,Open Trivia DB
"Moby, DJ, chanteur et musicien américain, a connu un succès mondial grâce à la sortie en 1999 de lequel des albums suivants ?",Jouer,Tout va mal,Moby,18,Divertissement : Musique,medium,Open Trivia DB
Quel est le port le plus fréquenté d'Europe ?,Port de Rotterdam,Port d'Anvers,Port de Hambourg,Port d'Amsterdam,Géographie,medium,Open Trivia DB
Lequel de ces dieux romains n'a pas d'équivalent dans la mythologie grecque ?,Janus,Vulcain,Junon,Mars,Mythologie,medium,Open Trivia DB
Pour quelle raison une hyène tachetée « rirait-elle » ?,Nervosité,Excitation,Agression,Épuisement,Animaux,medium,Open Trivia DB
En quelle année O.J. Simpson a-t-il été acquitté des accusations de meurtre qui pesaient contre lui ?,1995,1992,1996,1991,célébrités,medium,Open Trivia DB
"Dans la série télévisée « Person of Interest », qui interprète le personnage d'« Harold Finch » ?",Michael Emerson,Jim Caviezel,Taraji P. Henson,Kevin Chapman,Divertissement : Télévision,medium,Open Trivia DB
Quand Club Penguin a-t-il été lancé ?,24 octobre 2005,21 octobre 2005,29 mars 2006,22 novembre 2004,Divertissement : Jeux vidéo,medium,Open Trivia DB
"En général, combien de touches compte un piano ?",88,24,12,96,Divertissement : Musique,medium,Open Trivia DB
Quel groupe de rock alternatif a sorti l'album acclamé par la critique « OK Computer » ?,Radiohead,R.E.M.,Nirvana,Coldplay,Divertissement : Musique,medium,Open Trivia DB
"Le 16 mai de chaque année est connu comme le __________ Day, du nom d'un groupe punk important des années 1990.",Lagwagon,Goldfinger,Moins que Jake,Lit,Divertissement : Musique,medium,Open Trivia DB
Grand Theft Autumn/Where Is Your Boy est une chanson de quel groupe ?,Garçon radio-actif,Panic! At The Disco,Paramore,Blink-182,Divertissement : Musique,medium,Open Trivia DB
"Lors du vol d'essai du Falcon Heavy, quel a été le seul élément de l'opération qui a échoué ?",Atterrissage du noyau central,Atterrissage avec propulseur latéral,Déploiement de Starman,Allumage et décollage,Science et nature,medium,Open Trivia DB
À quelle marque allemande de vêtements de sport appartient le logo « Formstripe » ?,Puma,Nike,Adidas,Reebok,Sportif,medium,Open Trivia DB
L'ostéoporose est une maladie qui affecte quelle partie du corps ?,Os,Peau,Cerveau,Cœur,Science et nature,medium,Open Trivia DB
Qui est le personnage de la « blonde idiote » dans la série « Bienvenue chez les Loud » de Nickelodeon ?,Leni,Luan,Luna,Lincoln,Divertissement : Dessins animés et animation,medium,Open Trivia DB
"Dans l'univers pré-Super Genesis de la bande dessinée « Sonic the Hedgehog », quel était le nom du frère de Sally Acorn ?",Élias Acorn,Maximilien Acorn,Alexis Acorn,Frédéric Acorn,Divertissement : Bandes dessinées,medium,Open Trivia DB
De quelle nationalité était le créateur du chiffrement et de la machine Enigma ?,Allemand,Américain,britannique,polonais,Histoire,medium,Open Trivia DB
"Dans « Kingdom Hearts », qui enlève Jasmine dans la Chambre de la Lampe ?",Riku,Réplique de Riku,Xaldin,Capitaine Crochet,Divertissement : Jeux vidéo,medium,Open Trivia DB
La saison 1994 de Formule 1 est restée dans les mémoires pour quel événement tragique ?,Mort d'Ayrton Senna (Saint-Marin),Le Duel (Australie),Verstappen en feu (Allemagne),Interdiction de Schumacher (Grande-Bretagne),Sportif,medium,Open Trivia DB
Qui interprète le rôle de « Bruce Wayne » dans le film « The Dark Knight » de 2008 ?,Christian Bale,Michael Caine,Ron Dean,Heath Ledger,Divertissement : Film,medium,Open Trivia DB
"En chimie, combien d'isomères possède le butanol (C4H9OH) ?",4,3,5,6,Science et nature,medium,Open Trivia DB
Quel studio a animé Soul Eater ?,Os,Kyoto Animation,xébec,Production I.G,Divertissement : Anime et manga japonais,medium,Open Trivia DB
En quelle année Walt Disney est-il né ?,1901,1902,1903,1900,Connaissances générales,medium,Open Trivia DB
Quel est le nom du cheval de course auquel Tony Soprano s'attache ?,Tarte-O-My,Homme de guerre,Bada Bing,Revenus honnêtes,Divertissement : Télévision,medium,Open Trivia DB
Quel était le nom du premier établissement anglais permanent en Amérique ?,Jamestown,New York,Saint-Jean,Plymouth,Histoire,medium,Open Trivia DB
Quel fut le premier Jedi que Starkiller dut tuer dans Star Wars : Le Pouvoir de la Force ?,Rahm Kota,Ahsoka Tano,Kazdan Paratus,Kento Marek,Divertissement : Jeux vidéo,medium,Open Trivia DB
Quelle est la capitale du Groenland ?,Nuuk,Sisimiut,Narsaq,Maniitsoq,Géographie,medium,Open Trivia DB
"Lequel de ces personnages n'est pas un personnage réel de la série animée My Little Pony : L'amitié, c'est magique ?",Rose Marène,Pinkie Pie,Maud Pie,Rainbow Dash,Divertissement : Dessins animés et animation,medium,Open Trivia DB
Dans quel pays africain se déroule la majeure partie du film « Blood Diamond » (2006) ?,Sierra Leone,Libéria,Burkina Faso,République centrafricaine,Divertissement : Film,medium,Open Trivia DB
"Dans « Star Trek », quelle est la première règle d'acquisition des Ferengis ?","Une fois que vous avez leur argent, vous ne le rendez jamais.",Ne jamais placer l'amitié au-dessus du profit,L'avidité est éternelle,Ne laissez jamais votre famille vous empêcher de saisir les opportunités.,Divertissement : Télévision,medium,Open Trivia DB
Pour quel militant des droits civiques Stevie Wonder a-t-il écrit la chanson « Happy Birthday » en 1980 ?,Martin Luther King Jr,Rosa Parks,Nelson Mandela,Booker T. Washington,Divertissement : Musique,medium,Open Trivia DB
Comment s'appelle une pièce de Tetris ?,Tétromino,Tétratile,Tetris,Tetripiece,Divertissement : Jeux vidéo,medium,Open Trivia DB
Killing Floor a débuté comme un mod pour quel jeu Unreal Engine 2 ?,Unreal Tournament 2004,Deus Ex : Guerre invisible,Unreal Tournament 3,Postal,Divertissement : Jeux vidéo,medium,Open Trivia DB
Lequel de ces éléments n'est PAS un contenu téléchargeable pour le jeu vidéo intitulé « Tabletop Simulator » ?,The Binding of Isaac : Quatre Âmes,Les Trois Royaumes revisités,Supercombat,Monsieur Jeu !,Divertissement : Jeux vidéo,medium,Open Trivia DB
Quelle chaîne de restauration rapide possède le plus grand nombre d'établissements au monde ?,Métro,Starbucks,McDonald's,KFC,Connaissances générales,medium,Open Trivia DB
"Parmi ces quatre bâtiments, lequel est le plus haut, avec une hauteur de 1 250 pieds (381 m) ?","Empire State Building, États-Unis","Tour de la Banque de Chine, Hong Kong","Tour de la Fédération, Russie","Hôtel Gevora, Émirats arabes unis",Connaissances générales,medium,Open Trivia DB
"Outre l'oxygène, quel est l'élément principalement responsable de la couleur bleue du ciel ?",Azote,Hélium,Carbone,Hydrogène,Science et nature,medium,Open Trivia DB
"En 2008, le célèbre chef britannique Gordon Ramsay pense avoir failli mourir après un accident survenu en Islande lors d'un tournage. Quel accident ?","Glissant d'une falaise, il a failli se noyer dans l'eau glacée.",Atterrissage forcé à l'arrivée à l'aéroport de Keflavík,Un accident de voiture mineur pendant une tempête de neige,On lui a servi du poulet insuffisamment cuit à l'hôtel.,Divertissement : Télévision,hard,Open Trivia DB
Où se situe la glande pinéale dans le corps humain ?,Cerveau,Aine,Poitrine,Gorge,Science et nature,hard,Open Trivia DB
La fibre musculaire est constituée de faisceaux de petits organites allongés appelés comment ?,Myofibrilles,Épimysium,Myofiaces,Myocarde,Science et nature,hard,Open Trivia DB
"Selon le théorème de De Morgan, l'expression booléenne (AB)' est équivalente à :",A' + B',A'B + B'A,A'B',AB' + AB,Sciences : Informatique,hard,Open Trivia DB
« Strangereal » est un monde fictif semblable à la Terre pour quelle série de jeux vidéo ?,Ace Combat,Jet Set Radio,Deus Ex,Ciels cramoisis,Divertissement : Jeux vidéo,hard,Open Trivia DB
Quel animal de compagnie avait l'excentrique philosophe naturaliste Tycho Brahe ?,Élan,Chien,Ours,Chèvre,célébrités,hard,Open Trivia DB
Qui a construit le premier laser ?,Théodore Harold Maiman,Nikola Tesla,Jack Kilby,Edith Clarke,Science : Gadgets,hard,Open Trivia DB
Où se situe la ville de Haarlem ?,Les Pays-Bas,Allemagne,États-Unis,Suisse,Géographie,hard,Open Trivia DB
Qui est l'auteur original du moteur physique en temps réel appelé PhysX ?,NovodeX,Ageia,Nvidia,AMD,Sciences : Informatique,hard,Open Trivia DB
Quel événement a inspiré la chanson « Zombie » des Cranberries ?,Les attentats de Warrington,Attentats du 11 septembre,L'attentat de Manchester Arena,Les attentats du 7 juillet,Divertissement : Musique,hard,Open Trivia DB
Quelle est la planète d'origine des Élites de Halo ?,Sanghelios,Te,Doisac,Eayn,Divertissement : Jeux vidéo,hard,Open Trivia DB
"Dans le jeu original « Super Mario Bros. », quelle est l'accélération de Mario s'il est en chute libre ?","91,28 m/s²",110 m/s²,"9,42 m/s^2","4,4 m/s^2",Divertissement : Jeux vidéo,hard,Open Trivia DB
Quelle ville présente les maillots de toutes ses équipes sportives professionnelles avec les mêmes couleurs ?,Pittsburgh,New York,Seattle,Baie de Tampa,Sportif,hard,Open Trivia DB
Combien de calories contient une canette de 355 ml de Pepsi Cola ?,150,200,100,155,Connaissances générales,hard,Open Trivia DB
Quelle tribu/nation amérindienne exige au moins un demi-quantum de sang (équivalent à un parent) pour être admissible à l'adhésion ?,Tribu Yomba Shoshone,Tribu Sioux de Standing Rock,Tribu Kiowa de l'Oklahoma,Nation Pawnee de l'Oklahoma,Politique,hard,Open Trivia DB
"Dans Hollow Knight, combien de préceptes possède Zote ?",Cinquante-sept,Soixante-neuf,Quarante-trois,Quatre-vingt-onze,Divertissement : Jeux vidéo,hard,Open Trivia DB
Quel est le nom de l'ouvrage de Niccolò Machiavelli qui soutient que les dirigeants efficaces doivent écraser leurs adversaires à tout prix ?,Le Prince,Le viol de Lucrèce,Volonté de puissance,Peines d'amour perdues,Politique,hard,Open Trivia DB
Lequel de ces éléments est un codon stop dans l'ADN ?,TAA,ACTE,ACA,GTA,Science et nature,hard,Open Trivia DB
Laquelle de ces positions l'astronome et physicien Isaac Newton n'a-t-il pas défendue ?,Géomètre de la Cité de Londres,Professeur de mathématiques,Gardien de la Monnaie royale,Député,Histoire,hard,Open Trivia DB
Quand le siège de Leningrad a-t-il été levé pendant la Seconde Guerre mondiale ?,Janvier 1944,Septembre 1943,Novembre 1943,Mars 1944,Histoire,hard,Open Trivia DB
Quel est le Pokémon n°39 du Pokédex national ?,Rondoudou,Pikachu,Psykokwak,Peur,Divertissement : Jeux de société,hard,Open Trivia DB
"Dans la série Fallout, à quelle date a eu lieu la Grande Guerre ?",23 octobre 2077,15 mai 2058,14 décembre 2069,5 novembre 2076,Divertissement : Jeux vidéo,hard,Open Trivia DB
Quelle voiture n'apparaît pas dans le jeu Lego de 2002 : Drome Racers ?,Guêpe,Raptor,Frelon,Monstre,Divertissement : Jeux vidéo,hard,Open Trivia DB
"Dans l'anime Full Metal Panic!, qui est le meilleur ami de Kaname ?",Kyoko Tokiwa,Melissa Mao,Ren Mikihara,Teletha « Tessa » Testarossa,Divertissement : Anime et manga japonais,hard,Open Trivia DB
Quel auteur et poète est célèbre pour avoir écrit le vers : « La femelle de l'espèce est plus mortelle que le mâle » ?,Rudyard Kipling,Edgar Allan Poe,William Shakespeare,William Wordsworth,Divertissement : Livres,hard,Open Trivia DB
Quelle société a réalisé l'animation du clip Video Sledgehammer (1986) de Peter Gabriel ?,Animations Aardman,HIT Entertainment,Illumination Entertainment,VIZ Media,Divertissement : Musique,hard,Open Trivia DB
Quel village irlandais du comté de Mayo a bâti son industrie touristique sur une prétendue apparition de la Vierge Marie en 1879 ?,Frappe,Château de Bally,Swinford,Turlough,Histoire,hard,Open Trivia DB
Lequel de ces noms ne correspond pas à un personnage de JoJo's Bizarre Adventure ?,JoJo Kikasu,Jean-Pierre Polnareff,George Joestar,Risotto Nero,Divertissement : Anime et manga japonais,hard,Open Trivia DB
Sur quel album de M83 figure la chanson « Midnight City » ?,"Dépêchez-vous, nous rêvons",Samedis = Jeunesse,Avant que l'aube nous guérisse,Ordure,Divertissement : Musique,hard,Open Trivia DB
Dans quelle partie du Pays de Galles trouverez-vous le village Llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch ?,Anglesey,Pembrokeshire,Wrexham,Bridgend,Géographie,hard,Open Trivia DB
Laquelle de ces villes ne possède PAS d'usine de la Monnaie des États-Unis ?,"Saint-Louis, Missouri","San Francisco, Californie","Philadelphie, Pennsylvanie","West Point, New York",Connaissances générales,hard,Open Trivia DB
